Test Case ID,Module,Sub-Module,Browser,Viewport,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
SEL-THM-012,Web Dark/Light Theme System,CSS Variables / Tokens,Firefox (v133.0),Desktop (1920x1080),Web Dark/Light Theme System - Web verification scenario #12,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dark/Light
4. Assert DOM element state and network response",Action parameters for SEL-THM-012 in Firefox (v133.0),Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors,Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (854ms),854,PASS
SEL-THM-013,Web Dark/Light Theme System,Contrast Ratio Verification,Chrome (v131.0),Desktop (1920x1080),Web Dark/Light Theme System - Web verification scenario #13,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dark/Light
4. Assert DOM element state and network response",Action parameters for SEL-THM-013 in Chrome (v131.0),Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors,Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (368ms),368,PASS
SEL-THM-014,Web Dark/Light Theme System,LocalStorage Theme State,Firefox (v133.0),Desktop (1920x1080),Web Dark/Light Theme System - Web verification scenario #14,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dark/Light
4. Assert DOM element state and network response",Action parameters for SEL-THM-014 in Firefox (v133.0),Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors,Web Dark/Light Theme System executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (739ms),739,PASS
SEL-PRF-001,Web Performance & Accessibility (WCAG),Lighthouse Performance > 90,Chrome (v131.0),Desktop (1920x1080),Keyboard Tab navigation moves focus logically through form fields,Accessibility,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Keyboard Tab
4. Assert DOM element state and network response",Action parameters for SEL-PRF-001 in Chrome (v131.0),Focus order: Email -> Password -> Eye Toggle -> Submit,Focus order: Email -> Password -> Eye Toggle -> Submit - Verified passed via Selenium WebDriver W3C test runner (1080ms),1080,PASS
SEL-PRF-002,Web Performance & Accessibility (WCAG),Keyboard Tab Index Navigation,Firefox (v133.0),Desktop (1920x1080),Color contrast for all text elements meets WCAG 2.1 AA ratio (> 4.5:1),Accessibility,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Color contrast
4. Assert DOM element state and network response",Action parameters for SEL-PRF-002 in Firefox (v133.0),Contrast verified using WCAG luminance formula,Contrast verified using WCAG luminance formula - Verified passed via Selenium WebDriver W3C test runner (1116ms),1116,PASS
SEL-PRF-003,Web Performance & Accessibility (WCAG),Aria Roles & Labels,Edge (v131.0),Desktop (1920x1080),First Contentful Paint (FCP) measures under 1200ms on desktop broadband,Performance,High,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: First Contentful
4. Assert DOM element state and network response",Action parameters for SEL-PRF-003 in Edge (v131.0),FCP metric verified via PerformanceObserver API,FCP metric verified via PerformanceObserver API - Verified passed via Selenium WebDriver W3C test runner (440ms),440,PASS
SEL-PRF-004,Web Performance & Accessibility (WCAG),Focus Rings Contrast,Chrome (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #4,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-004 in Chrome (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1717ms),1717,PASS
SEL-PRF-005,Web Performance & Accessibility (WCAG),DOM Node Count,Firefox (v133.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #5,Functional,Critical,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-005 in Firefox (v133.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1304ms),1304,PASS
SEL-PRF-006,Web Performance & Accessibility (WCAG),Lighthouse Performance > 90,Edge (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #6,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-006 in Edge (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1163ms),1163,PASS
SEL-PRF-007,Web Performance & Accessibility (WCAG),Keyboard Tab Index Navigation,Chrome (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #7,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-007 in Chrome (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (774ms),774,PASS
SEL-PRF-008,Web Performance & Accessibility (WCAG),Aria Roles & Labels,Firefox (v133.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #8,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-008 in Firefox (v133.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (698ms),698,PASS
SEL-PRF-009,Web Performance & Accessibility (WCAG),Focus Rings Contrast,Edge (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #9,Functional,Critical,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-009 in Edge (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1259ms),1259,PASS
SEL-PRF-010,Web Performance & Accessibility (WCAG),DOM Node Count,Chrome (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #10,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-010 in Chrome (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (758ms),758,PASS
SEL-PRF-011,Web Performance & Accessibility (WCAG),Lighthouse Performance > 90,Firefox (v133.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #11,Functional,Medium,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-011 in Firefox (v133.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1488ms),1488,PASS
SEL-PRF-012,Web Performance & Accessibility (WCAG),Keyboard Tab Index Navigation,Edge (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #12,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-012 in Edge (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1622ms),1622,PASS
SEL-PRF-013,Web Performance & Accessibility (WCAG),Aria Roles & Labels,Chrome (v131.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #13,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-013 in Chrome (v131.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1746ms),1746,PASS
SEL-PRF-014,Web Performance & Accessibility (WCAG),Focus Rings Contrast,Firefox (v133.0),Desktop (1920x1080),Web Performance & Accessibility (WCAG) - Web verification scenario #14,Functional,Low,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Performance
4. Assert DOM element state and network response",Action parameters for SEL-PRF-014 in Firefox (v133.0),Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors,Web Performance & Accessibility (WCAG) executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1184ms),1184,PASS
